Issuer,Sovereignity Type,Sector,TRBC Sector,Region,Income Group,Development Status,Country,ISO3,Generalised Bond Type,Specified Green Bond Type,Year,Issuance Currency,Issued Amount (USD),Coupon Class,Coupon,Average Int. Rate of Govt. Debt (Private),FED Rate,ESG Score, Environmental Score 
SHENGCHENG CULTURE AND TOURISM GROUP INTERNATIONAL TRADE CO LTD,Non-Sovereign,Private Institution,Travel Agents,,,,,,Green Bond,Self-Labeled Green Bond,2024,Chinese Yuan,40037321,Fixed Coupon,7.0,,5.1,,
GUANGZHOU BAIYUN JINKE HOLDING GROUP CO LTD,Non-Sovereign,Private Institution,Investment Management & Fund Operators (NEC),,,,,,Sustainability Bond,,2024,Chinese Yuan,68604045,Fixed Coupon,2.3,,5.1,,
NANYANG TRANSPORTATION HOLDING GROUP CO LTD,Non-Sovereign,Private Institution,Highway & Bridge Construction,,,,,,Sustainability Bond,,2024,Chinese Yuan,104278148,Fixed Coupon,6.3,,5.1,,
STENDORREN FASTIGHETER AB,Non-Sovereign,Private Institution,Industrial Real Estate Rental & Development,,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,73128816,Floating Coupon,6.2,,5.1,,
CHINA HUANENG GROUP CO LTD,Non-Sovereign,Private Institution,Fossil Fuel IPPs,,,,,,Green Bond,CBI Aligned Green bond,2024,Chinese Yuan,411624269,Fixed Coupon,1.8,,5.1,,
ING BANK NV,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Euro,3614450,Discount/Zero Coupon,0.0,,5.1,,
QINGDAO CONSON DEVELOPMENT GROUP CO LTD,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Chinese Yuan,54883236,Fixed Coupon,2.0,,5.1,,
DATANG SHANXI POWER GENERATION CO LTD,Non-Sovereign,Private Institution,Fossil Fuel IPPs,,,,,,Green Bond,CBI Aligned Green bond,2024,Chinese Yuan,68604045,Fixed Coupon,2.1,,5.1,,
KOREA HOUSING FINANCE CORP,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2024,South Korean Won,41281374,Fixed Coupon,2.8,,5.1,,
TAGEHUS HOLDING AB,Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,45705510,Floating Coupon,6.2,,5.1,,
KOREA HOUSING FINANCE CORP,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2024,South Korean Won,82562748,Fixed Coupon,2.8,,5.1,,
YANCHENG HI-TECH ZONE INVESTMENT GROUP CO LTD,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Sustainability Bond,,2024,US Dollar,99500000,Fixed Coupon,4.8,,5.1,,
STOREBRAND BANK ASA,Non-Sovereign,Private Institution,Corporate Banks,,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,22852755,Floating Coupon,3.2,,5.1,,
FUGANG CONSTRUCTION GROUP CO LTD,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Chinese Yuan,50766993,Fixed Coupon,3.1,,5.1,,
STOCKHOLMS KOOPERATIVA BOSTADSFORENING KHF,Non-Sovereign,Private Institution,Residential Real Estate Rental & Development,,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,36564408,Floating Coupon,3.1,,5.1,,
CHANGAN AUTO FINANCE CO LTD,Non-Sovereign,Private Institution,Consumer Leasing,,,,,,Green Bond,CBI Aligned Green bond,2024,Chinese Yuan,205812135,Fixed Coupon,2.0,,5.1,,
INCORPORATED ADMINISTRATIVE AGENCY JAPAN WATER AGENCY,Non-Sovereign,Private Institution,Water & Related Utilities (NEC),,,,,,Sustainability Bond,,2024,Japanese Yen,69352708,Fixed Coupon,0.7,,5.1,,
XIANGTAN ELECTROCHEMICAL GROUP CO LTD,Non-Sovereign,Private Institution,Electronic Equipment & Parts (NEC),,,,,,Sustainability Bond,,2024,Chinese Yuan,48022831,Fixed Coupon,3.2,,5.1,,
CHINA THREE GORGES CORP,Non-Sovereign,Private Institution,Hydroelectric & Tidal Utilities,,,,,,Green Bond,CBI Aligned Green bond,2024,Chinese Yuan,411624269,Fixed Coupon,1.7,,5.1,,
JIANGXI BANK CO LTD,Non-Sovereign,Private Institution,Corporate Banks,,,,,,Green Bond,Self-Labeled Green Bond,2024,Chinese Yuan,823248539,Fixed Coupon,1.8,,5.1,,
FUJIAN LONGYAN EXPRESSWAY CO LTD,Non-Sovereign,Private Institution,Highway Operators,,,,,,Sustainability Bond,,2024,Chinese Yuan,27441618,Fixed Coupon,2.1,,5.1,,
NYFOSA AB,Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,45705510,Floating Coupon,5.0,,5.1,,
NP3 FASTIGHETER AB,Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,27423306,Floating Coupon,5.0,,5.1,,
MINOR INTERNATIONAL PCL,Non-Sovereign,Private Institution,Hotels. Motels & Cruise Lines (NEC),,,,,,Sustainability Bond,,2024,Thai Baht,147623265,Fixed Coupon,3.2,,5.1,,
CENTRAL AMERICAN BANK FOR ECONOMIC INTEGRATION,Non-Sovereign,Government,Government Administration Activities,,,,,,Social Bond,,2024,Mexican Peso,486227603,Floating Coupon,0.0,,5.1,,
WILLHEM AB (PUBL),Non-Sovereign,Private Institution,Real Estate Services (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,41134959,Fixed Coupon,3.7,,5.1,,
HUFVUDSTADEN AB,Non-Sovereign,Private Institution,Office Real Estate Rental & Development,,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,45705510,Fixed Coupon,3.9,,5.1,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2024,Chinese Yuan,41162427,Fixed Coupon,2.0,,5.1,,
KOOKMIN BANK,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2024,Euro,516350000,Fixed Coupon,2.8,,5.1,,
ACCIONA FINANCIACION FILIALES SAU,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,10327000,Fixed Coupon,2.5,,5.1,,
DEUTSCHE PFANDBRIEFBANK AG,Non-Sovereign,Private Institution,Retail & Mortgage Banks,,,,,,Green Bond,Self-Labeled Green Bond,2024,Euro,516350000,Fixed Coupon,4.0,,5.1,,
PIRAMAL CAPITAL & HOUSING FINANCE LTD,Non-Sovereign,Private Institution,Retail & Mortgage Banks,,,,,,Sustainability Bond,,2024,US Dollar,450000000,Fixed Coupon,7.8,,5.1,,
ZENGUN GROUP PUBL AB,Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Sustainability Bond,,2024,Swedish Krona,36564408,Floating Coupon,8.7,,5.1,,
SCATEC ASA,Non-Sovereign,Private Institution,Renewable IPPs,,,,,,Green Bond,CBI Aligned Green bond,2024,Norwegian Krone,155795134,Floating Coupon,8.8,,5.1,,
ASIAN DEVELOPMENT BANK,Non-Sovereign,International Institution,National Security & International Affairs,,,,,,Green Bond,CBI Aligned Green bond,2024,Indian Rupee,142650096,Fixed Coupon,6.7,,5.1,,
NIVIKA FASTIGHETER AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,36564408,Floating Coupon,6.0,,5.1,,
ACCIONA FINANCIACION FILIALES SAU,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,51635000,Fixed Coupon,1.9,,5.1,,
ACCIONA FINANCIACION FILIALES SAU,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,23235750,Fixed Coupon,1.9,,5.1,,
SNAM SPA,Non-Sovereign,Private Institution,Natural Gas Pipeline Transportation,,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,516350000,Fixed Coupon,3.4,,5.1,,
A ENERGI AS,Non-Sovereign,Private Institution,Hydroelectric & Tidal Utilities,,,,,,Green Bond,CBI Aligned Green bond,2024,Norwegian Krone,26707737,Floating Coupon,5.4,,5.1,,
STOREBRAND BANK ASA,Non-Sovereign,Private Institution,Corporate Banks,,,,,,Green Bond,Self-Labeled Green Bond,2024,Norwegian Krone,26707737,Floating Coupon,5.3,,5.1,,
CATELLA AB,Non-Sovereign,Private Institution,Investment Management & Fund Operators (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,54846612,Floating Coupon,6.5,,5.1,,
LOGISTEA AB,Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,54846612,Floating Coupon,5.3,,5.1,,
KOREA HOUSING FINANCE CORP,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2024,US Dollar,500000000,Fixed Coupon,4.1,,5.1,,
KOREA HOUSING FINANCE CORP,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2024,US Dollar,500000000,Fixed Coupon,4.1,,5.1,,
INTEA FASTIGHETER AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,73128816,Floating Coupon,3.6,,5.1,,
MALMO  MUNICIPALITY OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,45705510,Fixed Coupon,2.4,,5.1,,
AFRICAN DEVELOPMENT BANK,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,516350000,Fixed Coupon,2.9,,5.1,,
HANA CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2024,South Korean Won,34401145,Fixed Coupon,3.4,,5.1,,
VEGFINANS VIKEN AS,Non-Sovereign,Government,Government Administration Activities,,,,,,Green Bond,Self-Labeled Green Bond,2024,Norwegian Krone,35610316,Floating Coupon,5.2,,5.1,,
LINKOPING  MUNICIPALITY OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,27423306,Floating Coupon,2.7,,5.1,,
LINKOPING  MUNICIPALITY OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,27423306,Fixed Coupon,2.2,,5.1,,
OREXO AB,Non-Sovereign,Private Institution,Proprietary & Advanced Pharmaceuticals,,,,,,Social Bond,,2024,Swedish Krona,45705510,Floating Coupon,9.1,,5.1,,
BFF BANK SPA,Non-Sovereign,Private Institution,Factoring,,,,,,Social Bond,,2024,Euro,309810000,Floating Coupon,4.9,,5.1,,
CIBUS NORDIC REAL ESTATE AB (PUBL),Non-Sovereign,Private Institution,Retail Real Estate Rental & Development,,,,,,Green Bond,Self-Labeled Green Bond,2024,Euro,82616000,Floating Coupon,6.7,,5.1,,
SHRIRAM FINANCE LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Social Bond,,2024,US Dollar,500000000,Fixed Coupon,6.2,,5.1,,
SHRIRAM FINANCE LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Social Bond,,2024,US Dollar,500000000,Fixed Coupon,6.2,,5.1,,
ATRIUM LJUNGBERG AB,Non-Sovereign,Private Institution,Retail Real Estate Rental & Development,,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,91411021,Floating Coupon,4.0,,5.1,,
CREDIT AGRICOLE CIB FINANCIAL SOLUTIONS SA,Non-Sovereign,Private Institution,Investment Banking & Brokerage Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Polish Zloty,36994106,Discount/Zero Coupon,0.0,,5.1,,
AL RAJHI SUKUK LTD,Non-Sovereign,Private Institution,Business Support Services (NEC),,,,,,Sustainability Bond,,2024,US Dollar,130000000,Fixed Coupon,4.8,,5.1,,
STOCKHOLM  REGION OF,Non-Sovereign,Government,Government & Government Finance (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,91411021,Fixed Coupon,3.1,,5.1,,
BANCO DI DESIO E DELLA BRIANZA SPA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Euro,41308000,Fixed Coupon,3.0,,5.1,,
SFL CORPORATION LTD,Non-Sovereign,Private Institution,Oil & Gas Transportation Services (NEC),,,,,,Sustainability Bond,,2024,US Dollar,150000000,Fixed Coupon,8.3,,5.1,,
JPMORGAN CHASE BANK NA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Uzbekistani Sum,9660716,Fixed Coupon,18.3,,5.1,,
HANA CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2024,South Korean Won,20640687,Fixed Coupon,3.5,,5.1,,
CREDIT AGRICOLE CIB FINANCIAL SOLUTIONS SA,Non-Sovereign,Private Institution,Investment Banking & Brokerage Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,5163500,Fixed Coupon,3.4,,5.1,,
STOCKHOLM  REGION OF,Non-Sovereign,Government,Government & Government Finance (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,54846612,Fixed Coupon,3.2,,5.1,,
CHENGDU COMMUNICATIONS INVESTMENT GROUP CORP LTD,Non-Sovereign,Private Institution,Construction Material Wholesale,,,,,,Sustainability Bond,,2024,US Dollar,300000000,Fixed Coupon,4.9,,5.1,,
BERLIN HYP AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swiss Franc,131955135,Fixed Coupon,1.8,,5.1,,
PERUSAHAAN PENERBIT SURAT BERHARGA SYARIAH NEGARA INDONESIA,Non-Sovereign,Government,Government & Government Finance (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Indonesian Rupiah,312026490,Floating Coupon,6.6,,5.1,,
LANDSBANKINN HF,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,309810000,Fixed Coupon,5.0,,5.1,,
CITIGROUP INC,Non-Sovereign,Private Institution,Investment Banking & Brokerage Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,774525000,Floating Coupon,3.6,,5.1,,
CATENA AB,Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,63987714,Floating Coupon,4.2,,5.1,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2024,US Dollar,1500000000,Floating Coupon,4.8,,5.1,,
ASIAN DEVELOPMENT BANK,Non-Sovereign,International Institution,National Security & International Affairs,,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,100552123,Fixed Coupon,2.9,,5.1,,
EXIO LOGISTICS SDN BHD,Non-Sovereign,Private Institution,Warehousing,,,,,,Green Bond,CBI Aligned Green bond,2024,Malaysian Ringgit,563444,Floating Coupon,5.5,,5.1,,
CASTELLUM AB,Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,45705510,Floating Coupon,4.1,,5.1,,
LIVEN AS,Non-Sovereign,Private Institution,Residential Real Estate Rental & Development,,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,4130800000,Fixed Coupon,10.5,,5.1,,
BANCO DI DESIO E DELLA BRIANZA SPA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,30981000,Fixed Coupon,2.8,,5.1,,
NYKREDIT REALKREDIT A/S,Non-Sovereign,Private Institution,Corporate Banks,,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,36564408,Floating Coupon,3.8,,5.1,,
PLAZA LOGISTICA SRL,Non-Sovereign,Private Institution,Commercial Buildings,,,,,,Green Bond,Self-Labeled Green Bond,2024,US Dollar,9587538,Fixed Coupon,7.0,,5.1,,
BAYPORT INTERMEDIATE HOLDCO PLC,Non-Sovereign,Private Institution,Financial & Commodity Market Operators & Service Providers (NEC),,,,,,Social Bond,,2024,US Dollar,286471822,Floating Coupon,12.0,,5.1,,
OTP BANK NYRT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Euro,722890000,Floating Coupon,4.8,,5.1,,
STATKRAFT AS,Non-Sovereign,Private Institution,Alternative Electric Utilities,,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,68558265,Floating Coupon,3.1,,5.1,,
STATKRAFT AS,Non-Sovereign,Private Institution,Alternative Electric Utilities,,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,45705510,Fixed Coupon,3.4,,5.1,,
LA BANQUE POSTALE SA,Non-Sovereign,Private Institution,Corporate Banks,,,,,,Green Bond,Self-Labeled Green Bond,2024,Euro,1135970,Fixed Coupon,3.3,,5.1,,
EIDSIVA ENERGI AS,Non-Sovereign,Private Institution,Power & Communications Network Construction,,,,,,Green Bond,CBI Aligned Green bond,2024,Norwegian Krone,35610316,Floating Coupon,5.4,,5.1,,
FABEGE AB,Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,91411021,Floating Coupon,3.7,,5.1,,
REALKREDIT DANMARK A/S,Non-Sovereign,Private Institution,Retail & Mortgage Banks,,,,,,Green Bond,CBI Aligned Green bond,2024,Danish Krone,1340788635,Floating Coupon,2.7,,5.1,,
KOREA HOUSING FINANCE CORP,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2024,Euro,671255000,Fixed Coupon,2.7,,5.1,,
ROYAL BANK OF CANADA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,1032700000,Floating Coupon,3.3,,5.1,,
SIC SOCIEDADE INDEPENDENTE DE COMUNICACAO SA,Non-Sovereign,Private Institution,Television Broadcasting,,,,,,Sustainability Bond,,2024,Euro,49569600,Fixed Coupon,6.0,,5.1,,
IBERDROLA FINANZAS SAU,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swiss Franc,159445788,Fixed Coupon,1.4,,5.1,,
DEUTSCHE BANK AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Social Bond,,2024,Euro,516350000,Floating Coupon,4.0,,5.1,,
COOPERATIEVE RABOBANK UA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,1549050000,Floating Coupon,3.3,,5.1,,
ENEL FINANCE INTERNATIONAL NV,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Sustainability Bond,,2024,Euro,774525000,Fixed Coupon,3.4,,5.1,,
NORDDEUTSCHE LANDESBANK - GIROZENTRALE -,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,516350000,Fixed Coupon,2.5,,5.1,,
IBERCAJA BANCO SA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Euro,516350000,Floating Coupon,4.4,,5.1,,
AGENCIA FINANCIERA DE DESARROLLO,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2024,Paraguayan Guarani,12698413,Floating Coupon,5.5,,5.1,,
BNP PARIBAS ISSUANCE BV,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Social Bond,,2024,Polish Zloty,16030779,Discount/Zero Coupon,0.0,,5.1,,
ATRIUM LJUNGBERG AB,Non-Sovereign,Private Institution,Retail Real Estate Rental & Development,,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,27423306,Floating Coupon,4.0,,5.1,,
VELLINGE  MUNICIPALITY OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,18282204,Fixed Coupon,2.3,,5.1,,
KOREA HOUSING FINANCE CORP,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2024,South Korean Won,68802290,Fixed Coupon,3.1,,5.1,,
KOREA HOUSING FINANCE CORP,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2024,South Korean Won,68802290,Fixed Coupon,3.2,,5.1,,
SBAB BANK AB (PUBL),Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,137116531,Floating Coupon,3.3,,5.1,,
WILLHEM AB (PUBL),Non-Sovereign,Private Institution,Real Estate Services (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2024,Swedish Krona,31993857,Floating Coupon,3.2,,5.1,,
HEMSO FASTIGHETS AB,Non-Sovereign,Private Institution,Real Estate Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,31993857,Floating Coupon,3.2,,5.1,,
HLP FINANCE LTD,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Sustainability Bond,,2024,Hong Kong Dollar,25671964,Fixed Coupon,4.0,,5.1,,
KOREA HOUSING FINANCE CORP,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2024,South Korean Won,55041832,Fixed Coupon,3.1,,5.1,,
DIOS FASTIGHETER AB,Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,45705510,Floating Coupon,4.6,,5.1,,
SVENSK FASTIGHETSFINANSIERING AB (PUBL),Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,51190171,Floating Coupon,3.7,,5.1,,
DEVELOPMENT BANK OF JAPAN INC,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2024,Euro,619620000,Fixed Coupon,2.6,,5.1,,
KOREA SMES AND STARTUPS AGENCY,Non-Sovereign,Government,Government Administration Activities,,,,,,Social Bond,,2024,South Korean Won,89442977,Fixed Coupon,3.1,,5.1,,
NOUVELLE AQUITAINE  REGION OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Sustainability Bond,,2024,Euro,10327000,Fixed Coupon,3.0,,5.1,,
CO-OPERATIVE BANK HOLDINGS PLC,Non-Sovereign,Private Institution,Corporate Banks,,,,,,Green Bond,CBI Aligned Green bond,2024,British Pound,248180000,Floating Coupon,5.6,,5.1,,
DZ HYP AG,Non-Sovereign,Private Institution,Retail & Mortgage Banks,,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,516350000,Fixed Coupon,3.1,,5.1,,
SEP RESOURCES (M) SDN BHD,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Sustainability Bond,,2024,Malaysian Ringgit,3380663,Fixed Coupon,4.7,,5.1,,
MUANGTHAI CAPITAL PCL,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2024,US Dollar,335000000,Fixed Coupon,6.9,,5.1,,
REALKREDIT DANMARK A/S,Non-Sovereign,Private Institution,Retail & Mortgage Banks,,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,166361293,Floating Coupon,3.1,,5.1,,
NYKREDIT REALKREDIT A/S,Non-Sovereign,Private Institution,Corporate Banks,,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,611010457,Floating Coupon,3.1,,5.1,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2024,British Pound,1861350000,Fixed Coupon,3.9,,5.1,,
K2A KNAUST & ANDERSSON FASTIGHETER AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2024,Swedish Krona,45705510,Floating Coupon,7.5,,5.1,,
SMAKRAFT AS,Non-Sovereign,Private Institution,Hydroelectric & Tidal Utilities,,,,,,Green Bond,CBI Aligned Green bond,2024,Euro,25301150,Floating Coupon,5.8,,5.1,,
